Portfolio Manager,Month,Year,Table Index,Company Name,Clients (Domestic PF/EPFO),Clients (Domestic Corporates),Clients (Domestic Non-Corporates),Clients (Foreign Non-Residents),Clients (Foreign FPI),Clients (Foreign Others),AUM (Domestic PF/EPFO),AUM (Domestic Corporates),AUM (Domestic Non-Corporates),AUM (Foreign Non-Residents),AUM (Foreign FPI),AUM (Foreign Others)
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 15,Value of the Assets for which Advisory Services are being given (Amount in INR crores),0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Domestic - PF/ EPFO,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Domestic Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Domestic Non-Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Foreign - NR,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Foreign - FPI,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Foreign - Others,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2022,Table 16,Total,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,2POINT2 CAPITAL ADVISORS LLP,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,INP000005190,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,2016-06-30,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,"D-907, Oberoi Splendor, Opp. Majas Depot,,J.V. Link Road, Andheri East,MUMBAI,MUMBAI,MAHARASHTRA,INDIA,400060",,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,Amit Mantri,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,--02269402358,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,Bhavit Kirit Visaria,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,570,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 1,593.07000,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 2,No. of unique Clients as on last day of the month,0,50,487,33,0,0,570,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 2,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,96.58,442.21,54.27,0,0,593.07,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 3,Discretionary,554.74,0,0,0,0,0,0,0,0,36.99,1.34,593.07
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 3,Non-Discretionary,0,0,0,0,0,0,0,0,0,0,0,0
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 3,,0,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 4,1,Discretionary Service,YES,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 4,2,Non-Discretionary Service,NO,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 4,3,Advisory Service,NO,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 5,No. of unique Clients as on last day of the month,0,50,487,33,0,0,570,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 5,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,96.58,442.21,54.27,0,0,593.07,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 7,,"Inflow during the month
(in INR crores)","Outflow during the month
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the month
(in INR crores)","Inflow during the FY since April 01 to April 2021
(in INR crores)","Outflow during the FY since April 01 to April 2021
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the FY since April 01 to April 2021
(in INR crores)",,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 7,2Point2 Long Term Value Fund,1.64,7.85,1.64,9.5,7.85,1.64,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 7,Total,9.5,7.85,1.64,9.5,7.85,1.64,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 8,1,Sales in the month (in INR crores),46.21,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 8,2,Purchase in the month (in INR crores),46.47,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 8,3,Portfolio Turnover Ratio = (Higher of Purchase or Sales in the month/ Average AUM),0.08,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 9,2Point2 Long Term Value Fund,593.07,0.66,52.5,0.08,0.86,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 9,NSE NIFTY 500_TRI,,0.45,55.74,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 9,Total,593.07,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 10,No. of unique Clients as on last day of the month,0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 10,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 12,"Inflow during the month
(in INR crores)","Outflow during the month
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the month
(in INR crores)","Inflow during the FY since April 01 to April 2021
(in INR crores)","Outflow during the FY since April 01 to April 2021
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the FY since April 01 to April 2021
(in INR crores)",,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 12,0,0,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 13,1,Sales in the month (in INR crores),0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 13,2,Purchase in the month (in INR crores),0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 13,3,Portfolio Turnover Ratio = (Higher of Purchase or Sales in the month/ Average AUM),0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 15,No. of Clients as on last day of the month,0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 15,Value of the Assets for which Advisory Services are being given (Amount in INR crores),0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Domestic - PF/ EPFO,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Domestic Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Domestic Non-Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Foreign - NR,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Foreign - FPI,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Foreign - Others,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2021,Table 16,Total,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,,,,Equity,Debt,Equity Derivative,Mutual Funds,Others,Total,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,Listed,Unlisted,Plain Debt,Stru. Debt,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,(Rs. In Crores),,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,1,Individual Resident,504,265.58,0.0,0.0,0.0,0.0,18.82,1.23,285.63,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,2,Individual Non-Resident,28,21.49,0.0,0.0,0.0,0.0,1.29,0.03,22.81,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,3,Corporate Resident,42,46.7,0.0,0.0,0.0,0.0,3.21,0.05,49.96,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,4,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 1,5,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 2,31.491,30.075,0.084,14.8,0.0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,,,,Equity,Debt,Equity Derivative,Mutual Funds,Others,Total,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,Listed,Unlisted,Plain Debt,Stru. Debt,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,(Rs. In Crores),,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,1,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,2,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,3,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,4,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 3,5,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 4,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 5,1,Value of Asset for which Advisory Services are being given (Amount in crores),0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 5,2,Total No. of Individual Clients,0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 5,3,Total No. of Corporates,0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 6,1,Individual Complaints Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 6,2,Individual Complaints Non-Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 6,3,Corporate Complaints Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 6,4,Corporate Complaints Non-Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2020,Table 6,5,Corporate Complaints FII Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,,,,Equity,Debt,Equity Derivative,Mutual Funds,Others,Total,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,Listed,Unlisted,Plain Debt,Stru. Debt,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,(Rs. In Crores),,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,1,Individual Resident,282,96.75,0.0,0.0,0.0,0.0,15.89,3.41,116.05,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,2,Individual Non-Resident,15,8.17,0.0,0.0,0.0,0.0,1.62,0.04,9.83,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,3,Corporate Resident,15,12.3,0.0,0.0,0.0,0.0,1.53,0.04,13.87,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,4,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 1,5,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 2,1.911,18.771,0.134,-1.4,0.0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,,,,Equity,Debt,Equity Derivative,Mutual Funds,Others,Total,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,Listed,Unlisted,Plain Debt,Stru. Debt,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,(Rs. In Crores),,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,1,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,2,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,3,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,4,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 3,5,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 4,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 5,1,Value of Asset for which Advisory Services are being given (Amount in crores),0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 5,2,Total No. of Individual Clients,0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 5,3,Total No. of Corporates,0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 6,1,Individual Complaints Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 6,2,Individual Complaints Non-Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 6,3,Corporate Complaints Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 6,4,Corporate Complaints Non-Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2019,Table 6,5,Corporate Complaints FII Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,,,,Equity,Debt,Equity Derivative,Mutual Funds,Others,Total,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,Listed,Unlisted,Plain Debt,Stru. Debt,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,(Rs. In Crores),,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,1,Individual Resident,78,29.01,0.0,0.0,0.0,0.0,5.83,0.22,35.06,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,2,Individual Non-Resident,5,1.3,0.0,0.0,0.0,0.0,0.43,0.0,1.73,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,3,Corporate Resident,12,9.21,0.0,0.0,0.0,0.0,1.39,0.02,10.62,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,4,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 1,5,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 2,1.28,4.698,0.099,12.7,0.0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,,,,Equity,Debt,Equity Derivative,Mutual Funds,Others,Total,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,Listed,Unlisted,Plain Debt,Stru. Debt,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,(Rs. In Crores),,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,1,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,2,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,3,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,4,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 3,5,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 4,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 5,1,Value of Asset for which Advisory Services are being given (Amount in crores),0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 5,2,Total No. of Individual Clients,0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 5,3,Total No. of Corporates,0.0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 6,1,Individual Complaints Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 6,2,Individual Complaints Non-Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 6,3,Corporate Complaints Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 6,4,Corporate Complaints Non-Resident Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,April,2018,Table 6,5,Corporate Complaints FII Complaints,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,2POINT2 CAPITAL ADVISORS LLP,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,INP000005190,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,2016-06-30,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,"D 907, Oberoi Splendor, Opp. Majas Depot,,J.V. Link Road, Andheri East,MUMBAI,MUMBAI,MAHARASHTRA,INDIA,400060",,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,Amit Mantri,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,--02269402358,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,Bhavit Kirit Visaria,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,717,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 1,1276.39000,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 2,No. of unique Clients as on last day of the month,0,69,599,49,0,0,717,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 2,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,248.69,905.79,121.91,0,0,1276.39,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 3,Discretionary,1214.77,0,0,0,0,0,0,0,0,36.2,25.41,1276.39
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 3,Non-Discretionary,0,0,0,0,0,0,0,0,0,0,0,0
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 3,,0,,0,,0,,,,,0,0,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 3,,0,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 4,1,Discretionary Service,YES,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 4,2,Non-Discretionary Service,NO,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 4,3,Advisory Service,NO,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 4,4,Co-investment Service,NO,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 5,No. of unique Clients as on last day of the month,0,69,599,49,0,0,717,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 5,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,248.69,905.79,121.91,0,0,1276.39,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 7,,"Inflow during the month
(in INR crores)","Outflow during the month
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the month
(in INR crores)","Inflow during the FY since April 01 to May 2024
(in INR crores)","Outflow during the FY since April 01 to May 2024
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the FY since April 01 to May 2024
(in INR crores)",,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 7,2POINT2 Long Term Value Fund,17.37,8.94,8.43,33.81,17.7,16.11,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 7,Total,17.37,8.94,8.43,33.81,17.7,16.11,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 8,1,Sales in the month (in INR crores),62.81,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 8,2,Purchase in the month (in INR crores),77.7,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 8,3,Portfolio Turnover Ratio = (Higher of Purchase or Sales in the month/ Average AUM),0.06,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 9,EQUITY,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 9,2POINT2 Long Term Value Fund,1276.39,-2.34,0.19,1.52,32.17,30.14,22.44,31.83,19.83,20.6,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 9,Benchmark: BSE500TR,,0.83,5.19,17.75,34.7,23.29,18.08,29.65,18.04,16.12,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 10,2POINT2 Long Term Value Fund,0.06,0.55,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 11,No. of unique Clients as on last day of the month,0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 11,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 13,"Inflow during the month
(in INR crores)","Outflow during the month
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the month
(in INR crores)","Inflow during the FY since April 01 to May 2024
(in INR crores)","Outflow during the FY since April 01 to May 2024
(in INR crores)","Net Inflow (+ve)/ Outflow (-ve) during the FY since April 01 to May 2024
(in INR crores)",,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 13,0,0,0,0,0,0,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 14,1,Sales in the month (in INR crores),0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 14,2,Purchase in the month (in INR crores),0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 14,3,Portfolio Turnover Ratio = (Higher of Purchase or Sales in the month/ Average AUM),0,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 16,No. of Clients as on last day of the month,0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 16,Value of the Assets for which Advisory Services are being given (Amount in INR crores),0,0,0,0,0,0,0,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 17,No. of unique Clients as on last day of the month,0,0,0,0,0,0,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 17,Value of the Assets for which Co-investment Services are being given (Amount in INR crores),0,0,0,0,0,0,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 18,0,0,0,0,0,0,0,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Domestic - PF/ EPFO,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Domestic Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Domestic Non-Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Foreign - NR,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Foreign - FPI,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Foreign - Corporates,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Foreign - Others,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2024,Table 19,Total,0,0,0,0,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,2POINT2 CAPITAL ADVISORS LLP,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,INP000005190,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,2016-06-30,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,"D-907, Oberoi Splendor, Opp. Majas Depot,,J.V. Link Road, Andheri East,MUMBAI,MUMBAI,MAHARASHTRA,INDIA,400060",,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,Amit Mantri,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,--02269402358,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,Bhavit Kirit Visaria,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,581,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 1,836.74000,,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 2,No. of unique Clients as on last day of the month,0,49,491,41,0,0,581,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 2,Assets under Management (AUM) as on last day of the month (Amount in INR crores),0,146.94,599.18,90.62,0,0,836.74,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 3,Discretionary,786.46,0,0,0,0,0,0,0,0,5.84,44.44,836.74
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 3,Non-Discretionary,0,0,0,0,0,0,0,0,0,0,0,0
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 3,,0,,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 4,1,Discretionary Service,YES,,,,,,,,,,
2POINT2 CAPITAL ADVISORS LLP,May,2023,Table 4,2,Non-Discretionary Service,NO,,,,,,,,,,
